,opta_id,injury_start_date,sport,team,gsis_id,depth_chart_order,sportradar_id,active,oddsjam_id,fantasy_data_id,last_name,yahoo_id,injury_body_part,pandascore_id,team_abbr,first_name,years_exp,birth_date,search_last_name,metadata,college,status,swish_id,search_full_name,news_updated,practice_participation,birth_city,injury_notes,espn_id,rotowire_id,competitions,stats_id,team_changed_at,practice_description,depth_chart_position,injury_status,number,search_rank,player_id,birth_state,position,age,weight,full_name,search_first_name,fantasy_positions,birth_country,hashtag,rotoworld_id,high_school,height
1251,,,nfl,,,,016d1bcc-040b-48c2-af03-f699b8b7a0a2,False,,14623.0,Ta'amu,25819.0,,,,Alameda,3.0,1990-08-23,taamu,,Washington,Inactive,,alamedataamu,,,,,15101.0,8157.0,[],,,,,,66.0,9999999.0,1251,,NT,28.0,348,Alameda Ta'amu,alameda,['DL'],,#alamedataamu-NFL-FA-66,,,"6'2"""
3799,,,nfl,,,,,False,,18613.0,Glidden,29900.0,,,,David,0.0,1992-07-10,glidden,,Oklahoma State,Inactive,,davidglidden,,,,,2577517.0,11291.0,[],,,,,,7.0,9999999.0,3799,,WR,26.0,185,David Glidden,david,['WR'],,#davidglidden-NFL-FA-7,,,"5'8"""
1856,,,nfl,,00-0031018,,94d5430e-41b9-4b3f-af7e-4d25bd6da4be,False,,16065.0,George,27682.0,,,,Jeremiah,6.0,1992-01-24,george,,Iowa State,Injured Reserve,,jeremiahgeorge,1536619505638.0,,,,16897.0,9388.0,[],555732.0,,,,,59.0,9999999.0,1856,,LB,28.0,234,Jeremiah George,jeremiah,['LB'],,#jeremiahgeorge-NFL-FA-59,,Clearwater (FL),"5'11"""
6005,,,nfl,SF, 00-0035026,,2a86a6b4-58ef-42f5-aff9-d5d979bea6c7,True,6A5792FD2ABE,20773.0,Givens,32321.0,,,,Kevin,6.0,1997-03-01,givens,"{'channel_id': '1113708874315100160', 'rookie_year': '2019'}",Penn State,Active,883319.0,kevingivens,1733345419384.0,,,,3929641.0,13519.0,[],883319.0,,,DL,,90.0,9999999.0,6005,,DT,27.0,285,Kevin Givens,kevin,['DL'],,#kevingivens-NFL-SF-90,,Altoona (PA),73
7722,,,nfl,LAR,,1.0,17bb3390-5232-402b-b229-c478b22dd200,True,D3932E4CA3C3,,Brown,,,,,Bobby,4.0,2000-08-07,brown,"{'channel_id': '1113708701698519041', 'rookie_year': '2021'}",Texas A&M,Active,1128978.0,bobbybrown,1738292759344.0,,,,,15591.0,[],,,,NT,,95.0,9999999.0,7722,,DT,24.0,328,Bobby Brown,bobby,['DL'],,#bobbybrown-NFL-LAR-95,,Lamar (TX),76
5269,,,nfl,,00-0034735,,225d9e5e-598c-4b32-9c74-d7df2018500c,True,,20314.0,McElroy,31732.0,,,,Codey,4.0,1992-12-13,mcelroy,{'channel_id': '1116853080118263808'},Southeastern Oklahoma State,Active,901152.0,codeymcelroy,1658867424146.0,,,,3951441.0,13341.0,[],901152.0,,,,,86.0,9999999.0,5269,,TE,29.0,258,Codey McElroy,codey,['TE'],,#codeymcelroy-NFL-FA-86,,Chattanooga (OK),78
4817,,,nfl,,,,409f94a2-8c00-4f6c-9047-745f2771352b,True,,19726.0,Herman,,,,,Jimmy,5.0,1993-12-28,herman,{'channel_id': '1116853026800271360'},Purdue,Active,,jimmyherman,,,,,2977767.0,,[],,,,,,48.0,9999999.0,4817,,OLB,28.0,230,Jimmy Herman,jimmy,['LB'],,#jimmyherman-NFL-FA-48,,Carmel (IN),76
2553,,,nfl,,00-0032072,,aa0182e1-9c7d-4329-a8f9-52df8aa00749,True,,17013.0,Anderson,28642.0,,,,Rory,7.0,1992-10-02,anderson,{'channel_id': '1116852814530740224'},South Carolina,Active,,roryanderson,,,,,2577661.0,12382.0,[],604904.0,,,,,88.0,9999999.0,2553,,TE,29.0,246,Rory Anderson,rory,['TE'],,#roryanderson-NFL-FA-88,,McEachern,76
6331,,,nfl,, 00-0035123,,ca8107bb-0548-49ba-8f76-2a65f93c4dce,True,,21237.0,Farmer,32343.0,,,,Koa,3.0,1996-02-21,farmer,{'channel_id': '1116853232816095232'},Penn State,Active,,koafarmer,,,,,3116162.0,14115.0,[],,,,,,46.0,9999999.0,6331,,OLB,25.0,230,Koa Farmer,koa,['LB'],,#koafarmer-NFL-FA-46,,Notre Dame,73
2167,,,nfl,CIN,00-0031181,,4ba33131-8214-45bf-9ce1-5ac08f1b68c5,True,,16520.0,Allen,27675.0,,,,Ricardo,8.0,1991-12-18,allen,{'channel_id': '1116852784801513472'},Purdue,Active,548405.0,ricardoallen,1645497359174.0,,,,16882.0,9609.0,[],,,,,,37.0,9999999.0,2167,,DB,30.0,186,Ricardo Allen,ricardo,['DB'],,#ricardoallen-NFL-CIN-37,9667.0,Mainland (FL),69
8389,,,nfl,CAR,,2.0,a320f05a-2635-4170-95e8-1f91cde6e875,True,80F683488C3B,,Evans,,,,,Akayleb,3.0,1999-06-22,evans,"{'channel_id': '1113708711316058112', 'rookie_year': '2022'}",Missouri,Active,1053888.0,akaylebevans,1736107539479.0,,,,,16155.0,[],,,,NB,,29.0,9999999.0,8389,,DB,25.0,198,Akayleb Evans,akayleb,['DB'],,#akaylebevans-NFL-CAR-29,,McKinney (TX),74
7974,,,nfl,SF,,2.0,09dc5222-9669-4aba-9b67-dc87dfcf01fc,True,33DFE35E40BB,,McCloud,,,,,Nick,4.0,1998-07-09,mccloud,"{'channel_id': '1113708673391161344', 'rookie_year': '2021'}",Notre Dame,Active,920812.0,nickmccloud,1730912118559.0,,,,,15509.0,[],,,,RCB,,35.0,9999999.0,7974,,CB,26.0,193,Nick McCloud,nick,['DB'],,#nickmccloud-NFL-SF-35,,South Pointe (SC),73
4585,,,nfl,,,,7b5f779b-0a07-4734-9113-ba7101496cff,True,,19472.0,Nash,30819.0,,,,Anthony,5.0,1993-09-20,nash,{'channel_id': '1116852991165464576'},Duke,Active,,anthonynash,,,,,2969894.0,,[],691498.0,,,,,3.0,9999999.0,4585,,WR,28.0,200,Anthony Nash,anthony,['WR'],,#anthonynash-NFL-FA-3,,Bayard Rustin,77
3815,,,nfl,,,,e7ae052f-17e3-4d08-b772-37e0e8312715,False,,18631.0,Keeton,29936.0,,,,Bryson,6.0,1993-02-24,keeton,,Montana State,Inactive,,brysonkeeton,1525728601417.0,,,,2573948.0,11456.0,[],,,,,,37.0,9999999.0,3815,,CB,28.0,190,Bryson Keeton,bryson,['DB'],,#brysonkeeton-NFL-FA-37,,Ridgeview (CA),74
2270,,,nfl,,00-0031282,,30fedd72-bf59-4a35-9aa9-dd01b1122c09,True,,16681.0,Britt,27592.0,,,,Justin,9.0,1991-05-29,britt,{'channel_id': '1116852790296051712'},Missouri,Active,511230.0,justinbritt,1677885341723.0,,,,16742.0,9427.0,[],,,,,,68.0,9999999.0,2270,,OL,31.0,315,Justin Britt,justin,['OL'],,#justinbritt-NFL-FA-68,9587.0,Lebanon (MO),78
11229,,,nfl,,,,4663a0a0-e9ff-11ed-a7b7-57bc951137db,True,,,Tyler,,,,,Calvin,1.0,1998-09-23,tyler,{'channel_id': '1116852667092566016'},Utah State,Active,1066314.0,calvintyler,1693406109259.0,,,,,17586.0,[],,,,,,36.0,9999999.0,11229,,RB,24.0,208,Calvin Tyler,calvin,['RB'],,#calvintyler-NFL-FA-36,,Silsbee (TX),68
2941,,,nfl,,,,3d09bdb7-1141-4b17-b34c-2da22309035b,False,,17412.0,Williams,28971.0,,,,Milton,,,williams,,,Inactive,,miltonwilliams,1732584648306.0,,,,,15291.0,[],610495.0,,,,,0.0,9999999.0,2941,,WR,,,Milton Williams,milton,['WR'],,#miltonwilliams-NFL-FA-0,,,
89,,,nfl,,00-0026197,,f55053e4-4bfd-495d-981a-d62e3662f01b,True,,2405.0,Henne,8834.0,,,,Chad,15.0,1985-07-02,henne,{'channel_id': '1116853546529062912'},Michigan,Active,264851.0,chadhenne,1676318159596.0,,,,11291.0,5685.0,[],264851.0,,,,,4.0,482.0,89,,QB,37.0,230,Chad Henne,chad,['QB'],,#chadhenne-NFL-FA-4,4684.0,Wilson (PA),75
11076,,,nfl,MIN,,,783628e0-e762-11ed-afc7-73bcf46e1331,True,E738F0F55423,,Thompson,,,,,NaJee,2.0,2000-07-07,thompson,"{'channel_id': '1113708710116487168', 'rookie_year': '2023'}",Georgia Southern,Active,1116311.0,najeethompson,1724375756931.0,,,,,17434.0,[],,,,DB,,36.0,9999999.0,11076,,CB,24.0,205,NaJee Thompson,najee,['DB'],,#najeethompson-NFL-MIN-36,,Boiling Springs (SC),70
8138,,,nfl,BUF,,1.0,ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7,True,7DB0E4BED07E,,Cook,,,,,James,3.0,1999-09-25,cook,"{'channel_id': '1113708758887854080', 'injury_override_regular_2024_6': 'Out', 'rookie_year': '2022'}",Georgia,Active,1131012.0,jamescook,1739467814289.0,,,,,15876.0,[],,,,RB,,4.0,40.0,8138,,RB,25.0,190,James Cook,james,['RB'],,#jamescook-NFL-BUF-4,,Miami Central (FL),71
3679,,,nfl,,,,,False,,18479.0,Ojemudia,29757.0,,,,Mario,0.0,1994-05-30,ojemudia,,Michigan,Inactive,,marioojemudia,,,,,,11310.0,[],,,,,,42.0,9999999.0,3679,,DE,24.0,252,Mario Ojemudia,mario,['DL'],,#marioojemudia-NFL-FA-42,,,"6'2"""
3134,,,nfl,,,,,False,,17888.0,Nagy,,,,,Matt,0.0,,nagy,{'override_active': 'false'},,Inactive,,mattnagy,1549150517490.0,,,,,,[],,,,,,0.0,9999999.0,3134,,,,,Matt Nagy,matt,,,#mattnagy-NFL-FA-0,11242.0,,
5665,,,nfl,,,,396c3f6d-db27-431e-a3fa-e5a6c12eba7a,False,,20602.0,Andrews,31646.0,,,,Darren,4.0,,andrews,,UCLA,Inactive,,darrenandrews,1551745816134.0,,,,3047553.0,13186.0,[],744671.0,,,,,16.0,9999999.0,5665,,WR,,195,Darren Andrews,darren,['WR'],,#darrenandrews-NFL-FA-16,,Bishop Amat,70
2770,,,nfl,,,,8f5db5c1-b57b-4d3d-aa5e-ac70012eace1,False,,17238.0,Spears,28765.0,,,,Harold,0.0,1992-03-09,spears,,New Hampshire,Inactive,,haroldspears,,,,,2507292.0,10587.0,[],552243.0,,,,,49.0,9999999.0,2770,,TE,25.0,245,Harold Spears,harold,['TE'],,#haroldspears-NFL-FA-49,,,"6'3"""
11281,,,nfl,IND,,,7921bb10-eb78-11ed-bdbc-7f2763e63be6,True,C62232C90B94,,Anderson,,,,,Liam,2.0,2000-04-30,anderson,"{'channel_id': '1113708778458476545', 'rookie_year': '2023'}",Holy Cross,Active,1117921.0,liamanderson,1693004103292.0,,,,,17502.0,[],,,,LB,,47.0,9999999.0,11281,,LB,24.0,226,Liam Anderson,liam,['LB'],,#liamanderson-NFL-IND-47,,Mount Olive (NJ),75
12081,,,nfl,,,,9727c990-072b-11ef-b73d-e3c8847e7a4f,True,E6CBD01037DC,,Gales,,,,,Dyshawn,0.0,2000-07-05,gales,"{'channel_id': '1113708840731308032', 'rookie_year': '2024'}",South Dakota State,Active,1131675.0,dyshawngales,,,,,,18290.0,[],,,,,,49.0,9999999.0,12081,,CB,24.0,188,Dyshawn Gales,dyshawn,['DB'],,#dyshawngales-NFL-FA-49,,North Chicago (IL),70
2608,,,nfl,,,,effc197e-e201-4cc5-9de4-4b0fda380a19,False,,17076.0,Wynn,28869.0,,,,Dylan,1.0,1993-06-01,wynn,,Oregon State,Inactive,,dylanwynn,1577143258219.0,,,,2577029.0,10751.0,[],,,,,,97.0,9999999.0,2608,,DE,25.0,267,Dylan Wynn,dylan,['DL'],,#dylanwynn-NFL-FA-97,,,"6'2"""
5082,,,nfl,,00-0034276,,c0520c25-b89b-4f4b-a905-dd0c5612cf88,True,,19971.0,Thomas,31158.0,,,,Simeon,4.0,1993-09-22,thomas,{'channel_id': '1116853054096801792'},Louisiana-Lafayette,Inactive,,simeonthomas,1600125303710.0,,,,3042496.0,12991.0,[],736989.0,,,,,38.0,1375.0,5082,,CB,28.0,197,Simeon Thomas,simeon,['DB'],,#simeonthomas-NFL-FA-38,,Carol City (FL),75
1876,,,nfl,,,,15c6fbef-1900-4694-8f20-d273a691c7e0,False,,16094.0,Olatoye,27985.0,,,,Deji,6.0,1991-07-20,olatoye,,North Carolina A&T,Inactive,,dejiolatoye,1514682905876.0,,,,17224.0,10119.0,[],500551.0,,,,,30.0,9999999.0,1876,,CB,29.0,205,Deji Olatoye,deji,['DB'],,#dejiolatoye-NFL-FA-30,,Dublin Scioto (OH),"6'1"""
8024,,,nfl,,,,db60d5c7-835f-4dac-b0ae-843a99882f9b,True,,,Mintze,,,,,Andre,1.0,1998-09-10,mintze,{'channel_id': '1116853452811534336'},Vanderbilt,Active,921481.0,andremintze,1655154936671.0,,,,,15249.0,[],,,,,,31.0,9999999.0,8024,,LB,23.0,249,Andre Mintze,andre,['LB'],,#andremintze-NFL-FA-31,,Imhotep Institute Charter (PA),75
7723,,,nfl,CLE,,,d20386b3-f260-40eb-92c3-f0a95211fab6,True,C4D9067A39F9,,Smith,,,,,Elerson G.,4.0,1998-07-17,smith,"{'channel_id': '1113708772976521216', 'rookie_year': '2021'}",Northern Iowa,Active,921091.0,elersongsmith,1732900855032.0,,,,,15589.0,[],,,,DL,,52.0,9999999.0,7723,,LB,26.0,245,Elerson G. Smith,elersong,"['DL', 'LB']",,#elersongsmith-NFL-CLE-52,,Minneapolis South (MN),79
2092,,,nfl,,,,0300f83a-c349-4aad-8dca-20e5f80a55e1,False,,16409.0,Davis,27524.0,,,,Akeem,6.0,1989-12-25,davis,,Memphis,Inactive,,akeemdavis,1587831341817.0,,,,16702.0,9756.0,[],,,,,,35.0,9999999.0,2092,,S,30.0,200,Akeem Davis,akeem,['DB'],,#akeemdavis-NFL-FA-35,,Laurel,"6'1"""
7159,,,nfl,,,,7debccec-8ec2-443a-b4a7-a52f14464883,True,AAD086998717,22160.0,Sinnett,33279.0,,,,Reid,3.0,1997-02-05,sinnett,{'channel_id': '1116853340370632704'},San Diego,Active,887367.0,reidsinnett,1696274140719.0,,,,3926936.0,14846.0,[],,,,,,7.0,9999999.0,7159,,QB,26.0,225,Reid Sinnett,reid,['QB'],,#reidsinnett-NFL-FA-7,,Johnston (IA),76
7108,,,nfl,,,,,False,,22131.0,Dubois,,,,,Hasise,0.0,,dubois,{'override_active': 'false'},Virginia,Inactive,,hasisedubois,,,,,,,[],,,,,NA,,9999999.0,7108,,WR,,215,Hasise Dubois,hasise,['WR'],,#hasisedubois-NFL-FA,,,"6'3"""
6000,,,nfl,CHI, 00-0035382,,08553010-dfb8-4ca8-86a0-8159355f8705,True,E7DFBA929108,21027.0,Bates,32402.0,,,,Ryan,6.0,1997-02-14,bates,"{'channel_id': '1113708760913702912', 'rookie_year': '2019'}",Penn State,Active,883303.0,ryanbates,1736272811051.0,,,,3929631.0,13520.0,[],,,,OL,,71.0,9999999.0,6000,,OL,28.0,302,Ryan Bates,ryan,['OL'],,#ryanbates-NFL-CHI-71,,Archbishop Wood (PA),76
1013,,,nfl,,,,39a47e1c-6113-436f-8f8c-0400beb8d68a,False,,13618.0,Worthington,24217.0,,,,Doug,10.0,1987-08-10,worthington,,Ohio State,Inactive,,dougworthington,,,,,13495.0,6821.0,[],,,,,,92.0,9999999.0,1013,,DT,33.0,292,Doug Worthington,doug,['DL'],,#dougworthington-NFL-FA-92,,St. Francis (NY),"6'5"""
364,,,nfl,,,,ebd852f5-2c94-4db4-aa1d-d13c6beb9ec1,False,,8515.0,Mundy,,,,,Ryan,7.0,1985-02-11,mundy,,West Virginia,Inactive,,ryanmundy,,,,,11428.0,6201.0,[],,,,,,21.0,9999999.0,364,,SS,32.0,209,Ryan Mundy,ryan,['DB'],,#ryanmundy-NFL-FA-21,,,"6'1"""
9231,,,nfl,SEA,,3.0,84ba4cc6-8740-45c8-898b-9233e1791186,True,58D905EDC00C,,Hall,,,,,Jaren,2.0,1998-03-24,hall,"{'channel_id': '1113708710527528960', 'rookie_year': '2023'}",BYU,Active,1131204.0,jarenhall,1735258538260.0,,,,,16776.0,[],,,,QB,,15.0,334.0,9231,,QB,26.0,207,Jaren Hall,jaren,['QB'],,#jarenhall-NFL-SEA-15,,Maple Mountain (UT),72
5674,,,nfl,ARI,00-0034623,2.0,9fe24e8f-360b-4ca6-8e46-6d60d8728efa,True,2D10611AE950,20604.0,Chachere,31573.0,,,,Andre,7.0,1996-02-10,chachere,"{'channel_id': '1113708848021008384', 'rookie_year': '2018'}",San Jose State,Active,833675.0,andrechachere,1704658223962.0,,,,3125287.0,12922.0,[],,,,FS,,36.0,9999999.0,5674,,DB,29.0,197,Andre Chachere,andre,['DB'],,#andrechachere-NFL-ARI-36,,Clovis West (CA),72
12201,,,nfl,,,,3a6b7630-07de-11ef-ab8c-79c7380d0a12,True,4159B331AC3D,,Torres,,,,,Nick,0.0,1998-12-07,torres,"{'channel_id': '1113708748490174464', 'rookie_year': '2024'}",Villanova,Active,1132420.0,nicktorres,,,,,,,[],,,,,,79.0,9999999.0,12201,,G,25.0,306,Nick Torres,nick,,,#nicktorres-NFL-FA-79,,Salisbury (NY),78
7262,,,nfl,IND,,,bcf6e7cb-0fc7-4301-93fd-6a9aa4806cfa,True,,22261.0,Morton,33229.0,,,,Jalen,2.0,1997-07-06,morton,{'channel_id': '1116853358217396224'},Prairie View,Active,,jalenmorton,1628264742884.0,,,,,14894.0,[],,,,,,6.0,9999999.0,7262,,QB,24.0,226,Jalen Morton,jalen,['QB'],,#jalenmorton-NFL-IND-6,,Arlington Seguin (TX),76
4076,,,nfl,NO,00-0033888,,d77eae11-9ecb-4713-878a-29900d67267b,True,04D06F289DAC,18922.0,Ramczyk,30145.0,,,,Ryan,8.0,1994-04-22,ramczyk,"{'channel_id': '1113708687362387968', 'rookie_year': '2017'}",Wisconsin,Active,880338.0,ryanramczyk,1736801442401.0,,,,3917676.0,12198.0,[],,,,OL,,71.0,9999999.0,4076,,T,30.0,314,Ryan Ramczyk,ryan,"['OL', 'OT']",,#ryanramczyk-NFL-NO-71,12248.0,Stevens Point (WI),78
7293,,,nfl,DAL,,,56d8015b-aed7-4a46-868e-a85672cde790,True,F9FF3751DE9E,22289.0,Barcoo,33115.0,,,,Luq,5.0,1998-07-27,barcoo,"{'channel_id': '1116853363527385088', 'rookie_year': '2020'}",San Diego State,Active,1122033.0,luqbarcoo,1735783832118.0,,,,4361499.0,14950.0,[],,,,DB,,38.0,9999999.0,7293,,CB,26.0,180,Luq Barcoo,luq,['DB'],,#luqbarcoo-NFL-DAL-38,,Castle Park (CA),73
8442,,,nfl,,,,7493b890-d554-11ec-addb-6dd6dcd40f21,True,,,Guarantano,,,,,Jarrett,1.0,1997-11-04,guarantano,"{'channel_id': '1116853490275057664', 'source_id': '8d6bda5b-3dea-45fe-b856-971de5541496'}",Washington State,Active,921458.0,jarrettguarantano,1690322116300.0,,,,,16617.0,[],,,,,,16.0,9999999.0,8442,,QB,25.0,220,Jarrett Guarantano,jarrett,['QB'],,#jarrettguarantano-NFL-FA-16,,Bergen Catholic (NJ),76
11345,,,nfl,DET,,,8ba82150-ec6f-11ed-9d9c-457422097a88,True,6AA2DCA62A90,,Smith,,,,,Chris,2.0,1999-12-15,smith,"{'channel_id': '1113708813174730752', 'rookie_year': '2023'}",Notre Dame,Active,1118455.0,chrissmith,,,,,,16835.0,[],,,,DL,,90.0,9999999.0,11345,,DL,25.0,316,Chris Smith,chris,['DL'],,#chrissmith-NFL-DET-90,,Cranbrook Kingswood (MI),73
2352,,,nfl,,00-0031555,,30b045f1-b8e4-4ae9-b062-5181847b508c,True,6D09C681A00D,16808.0,Rowe,28435.0,,,,Eric,10.0,1992-10-03,rowe,"{'channel_id': '1116852797363453952', 'rookie_year': '2015'}",Utah,Active,591940.0,ericrowe,1705262145522.0,,,,2576002.0,10416.0,[],,,,,,37.0,9999999.0,2352,,DB,32.0,210,Eric Rowe,eric,['DB'],,#ericrowe-NFL-FA-37,10459.0,Klein (TX),73
6671,,,nfl,, 00-0035563,,838e8308-5d0a-43dd-a6c4-27b0d7c879f9,True,,21565.0,Foster,32593.0,,,,Jerald,3.0,1995-09-14,foster,{'channel_id': '1116853290106093568'},Nebraska,Active,,jeraldfoster,,,,,3116094.0,14302.0,[],,,,,,63.0,9999999.0,6671,,G,26.0,310,Jerald Foster,jerald,['OL'],,#jeraldfoster-NFL-FA-63,,Southeast,75
8119,,,nfl,PHI,,3.0,d4a7917d-f327-431b-9b87-83af341c3e21,True,440F4701CDD2,,Dotson,,,,,Jahan,3.0,2000-03-22,dotson,"{'channel_id': '1113708699999825920', 'rookie_year': '2022'}",Penn State,Active,1121878.0,jahandotson,1736808643073.0,,,,,15850.0,[],,,,SWR,,83.0,170.0,8119,,WR,24.0,184,Jahan Dotson,jahan,['WR'],,#jahandotson-NFL-PHI-83,,Nazareth Area (PA),71
8194,,,nfl,,,,f75439c0-d3bb-11ec-96a0-c3471a31202c,True,E48539B2A357,,Corbin,,,,,Jashaun,2.0,2000-08-20,corbin,"{'channel_id': '1113708681884626945', 'rookie_year': '2022'}",Florida State,Inactive,1128981.0,jashauncorbin,1723244153864.0,,,,,15980.0,[],,,,,,35.0,9999999.0,8194,,RB,23.0,221,Jashaun Corbin,jashaun,['RB'],,#jashauncorbin-NFL-FA-35,,Rockledge (FL),72
3223,,,nfl,,00-0032767,,6aa53b87-fcbf-4edb-b61a-460580f93e5d,False,,17984.0,Cravens,29286.0,,,,Su'a,6.0,1995-07-07,cravens,,Southern California,Inactive,,suacravens,1567187454022.0,,,,3043215.0,10985.0,[],727851.0,,,,,21.0,9999999.0,3223,,SS,26.0,224,Su'a Cravens,sua,"['DB', 'LB']",,#suacravens-NFL-FA-21,11208.0,Vista Murrieta (CA),73
5748,,,nfl,, 00-0034769,,8b91b834-6eae-4a18-8fc6-9c99caafa615,True,2BBCE8340F21,20657.0,Gates,31744.0,,,,DeMarquis,5.0,1996-03-07,gates,"{'channel_id': '1116853156899192832', 'rookie_year': '2018'}",Ole Miss,Active,837931.0,demarquisgates,1704303950208.0,,,,3128747.0,13942.0,[],,,,,,43.0,9999999.0,5748,,ILB,27.0,221,DeMarquis Gates,demarquis,['LB'],,#demarquisgates-NFL-FA-43,,Lovejoy (GA),74
2406,,,nfl,,00-0031566,,57deb6ba-ce26-4ccc-a859-adf0564fb78e,True,3E3A31980FBF,16862.0,Flowers,28489.0,,,,Trey,8.0,1993-08-16,flowers,"{'channel_id': '1116852802551808000', 'rookie_year': '2015'}",Arkansas,Inactive,604396.0,treyflowers,1698184831764.0,,,,2574519.0,10323.0,[],,,,,,58.0,9999999.0,2406,,LB,30.0,265,Trey Flowers,trey,"['DL', 'LB']",,#treyflowers-NFL-FA-58,10388.0,Columbia (AL),74
7863,,,nfl,,,,3ea081e8-a3c6-42c8-8deb-42a9bde10e98,True,,,Hardy,,,,,JaQuan,1.0,1997-12-31,hardy,{'channel_id': '1116853425208819712'},Tiffin,Active,1283984.0,jaquanhardy,1661794846826.0,,,,,15660.0,[],,,,,,45.0,9999999.0,7863,,RB,24.0,225,JaQuan Hardy,jaquan,['RB'],,#jaquanhardy-NFL-FA-45,,Westlake (OH),70
11828,,,nfl,NE,,,4b56e1ba-37e9-4f00-8782-717c6e6c4555,True,97CEFA3CE7D9,,Harris,,,,,Marcus,1.0,2000-09-27,harris,"{'channel_id': '1113708784649269248', 'rookie_year': '2024'}",Auburn,Active,1180809.0,marcusharris,1714261236723.0,,,,,17840.0,[],,,,DL,,58.0,9999999.0,11828,,DL,24.0,298,Marcus Harris,marcus,['DL'],,#marcusharris-NFL-NE-58,,Park Crossing (AL),74
5231,,,nfl,,00-0034549,,8e73bb69-7907-4220-a09d-d97efc006606,True,,20152.0,Hunt,31680.0,,,,Cole,4.0,1995-05-30,hunt,{'channel_id': '1116853074518867968'},Texas Christian,Active,,colehunt,1567196755092.0,,,,3047912.0,13052.0,[],746513.0,,,,,81.0,9999999.0,5231,,TE,26.0,255,Cole Hunt,cole,['TE'],,#colehunt-NFL-FA-81,,El Campo,79
2365,,,nfl,,00-0032197,,5c913725-c52a-4633-b3b9-efa6a9d2cf05,True,77402B2B008C,16821.0,Gregory,28448.0,,,,Randy,9.0,1992-11-23,gregory,"{'channel_id': '1113708729741635584', 'rookie_year': '2015'}",Nebraska,Active,728288.0,randygregory,1730326219438.0,,,,3040479.0,10168.0,[],,,,,,56.0,9999999.0,2365,,DE,31.0,255,Randy Gregory,randy,['DL'],,#randygregory-NFL-FA-56,10292.0,Hamilton Southeastern (IN),77
8476,,,nfl,DAL,,1.0,5c2a334e-5fe6-4434-ac23-6b252356c48b,True,BA417EDC6749,,Bland,,,,,DaRon,3.0,1999-07-12,bland,"{'channel_id': '1113708853125476352', 'rookie_year': '2022'}",Fresno State,Active,1054159.0,daronbland,1736307613727.0,,,,,16273.0,[],,,,RCB,,26.0,279.0,8476,,DB,25.0,197,DaRon Bland,daron,['DB'],,#daronbland-NFL-DAL-26,,Central Catholic (CA),72
409,,,nfl,,,,ed29a999-303a-454a-a696-2f43dcc23f0a,False,,8900.0,Dunlap,9007.0,,,,King,12.0,1985-09-14,dunlap,,Auburn,Inactive,,kingdunlap,,,,,11464.0,6953.0,[],,,,,,77.0,9999999.0,409,,T,35.0,330,King Dunlap,king,['OL'],,#kingdunlap-NFL-FA-77,4968.0,Brentwood (TN),"6'9"""
1955,,,nfl,,,,0d335fca-1766-4696-887d-47a09ef7e497,False,,16209.0,Pagan,27705.0,,,,Jeoffrey,6.0,1992-06-10,pagan,,Alabama,Inactive,,jeoffreypagan,,,,,16947.0,9293.0,[],,,,,,97.0,9999999.0,1955,,DE,28.0,310,Jeoffrey Pagan,jeoffrey,['DL'],,#jeoffreypagan-NFL-FA-97,,Asheville (NC),"6'3"""
7407,,,nfl,,,,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,True,,21755.0,Wright,33209.0,,,,Isaiah,2.0,1997-01-13,wright,{'channel_id': '1116853383630684160'},Temple,Active,943842.0,isaiahwright,1649344522561.0,,,,4044121.0,14503.0,[],,,,,,0.0,563.0,7407,,WR,24.0,220,Isaiah Wright,isaiah,['WR'],,#isaiahwright-NFL-FA-0,,Kingswood-Oxford (CT),74
5268,,,nfl,,00-0034557,,31a408da-0c38-4046-8419-3ecfdd6d37f2,True,,20311.0,Johnson,31682.0,,,,Ben,4.0,1994-07-28,johnson,{'channel_id': '1116853079912742912'},Kansas,Active,,benjohnson,1673322310448.0,,,,3039970.0,13054.0,[],739632.0,,,,,0.0,9999999.0,5268,,TE,27.0,245,Ben Johnson,ben,['TE'],,#benjohnson-NFL-FA-0,,Basehor-Linwood High School,77
2185,,,nfl,,00-0031118,,52e1f731-0038-4ecc-82b1-b0073de9c9f6,False,,16553.0,Brown,27938.0,,,,Corey,6.0,1991-12-16,brown,,Ohio State,Injured Reserve,,coreybrown,1535064670793.0,,,,17399.0,9486.0,[],568316.0,,,,,5.0,9999999.0,2185,,WR,28.0,185,Corey Brown,corey,['WR'],,#coreybrown-NFL-FA-5,9917.0,Cardinal O'Hara (PA),"5'11"""
8375,,,nfl,SF,,3.0,d6b2b573-e7da-42ad-950a-cb0f21710e0d,True,C22FC7D15DE2,,Davis,,,,,Kalia,3.0,1998-10-02,davis,"{'channel_id': '1113708879792861185', 'rookie_year': '2022'}",UCF,Active,976760.0,kaliadavis,1728240931147.0,,,,,16185.0,[],,,,LDT,,93.0,9999999.0,8375,,DL,26.0,310,Kalia Davis,kalia,['DL'],,#kaliadavis-NFL-SF-93,,West Florida Tech (FL),74
